User ID,Age,Gender,Height,Interests,Looking For,Children,Education Level,Occupation,Swiping History,Frequency of Usage
6733,31,Male,5.88,['Music'],Casual Dating,Yes,Ph.D.,Doctor,42,Weekly
6734,18,Female,5.67,"['Music', 'Sports', 'Cooking']",Friendship,Yes,Ph.D.,Doctor,71,Weekly
6735,32,Female,5.96,['Cooking'],Friendship,Maybe,Master's Degree,Student,30,Monthly
6736,34,Male,5.56,"['Hiking', 'Reading']",Marriage,Yes,Ph.D.,Doctor,49,Monthly
6737,20,Male,5.33,['Travel'],Casual Dating,Maybe,Bachelor's Degree,Teacher,78,Daily
6738,26,Female,5.28,['Travel'],Long-term Relationship,Yes,High School,Artist,63,Weekly
6739,33,Female,5.29,"['Sports', 'Movies']",Casual Dating,Yes,Master's Degree,Social Media Influencer,90,Weekly
6740,28,Female,5.94,['Sports'],Marriage,No,Master's Degree,Engineer,77,Monthly
6741,29,Female,5.4,"['Travel', 'Movies', 'Cooking']",Marriage,No,High School,Teacher,63,Weekly
6742,35,Male,5.66,"['Hiking', 'Travel']",Long-term Relationship,Maybe,High School,Teacher,43,Daily
6743,23,Female,5.71,['Cooking'],Casual Dating,Yes,Ph.D.,Business Owner,50,Weekly
6744,30,Male,5.19,['Music'],Long-term Relationship,Yes,Master's Degree,Entrepreneur,20,Daily
6745,34,Male,5.12,"['Sports', 'Hiking', 'Music']",Long-term Relationship,No,Master's Degree,Business Owner,51,Weekly
6746,32,Female,5.98,['Movies'],Friendship,Yes,Master's Degree,Business Owner,86,Weekly
6747,20,Female,5.62,"['Reading', 'Hiking', 'Movies']",Casual Dating,No,High School,Teacher,92,Weekly
6748,30,Female,5.71,['Music'],Casual Dating,No,Ph.D.,Social Media Influencer,29,Monthly
6749,25,Female,5.34,"['Movies', 'Music']",Marriage,Yes,High School,Student,78,Daily
6750,20,Female,5.54,"['Movies', 'Sports']",Friendship,Yes,Bachelor's Degree,Student,51,Monthly
6751,27,Female,5.99,"['Hiking', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Entrepreneur,66,Monthly
6752,27,Female,5.01,"['Travel', 'Music']",Friendship,Maybe,Bachelor's Degree,Student,47,Daily
6753,32,Female,5.64,"['Movies', 'Cooking']",Casual Dating,No,High School,Student,18,Monthly
6754,22,Female,5.81,"['Travel', 'Reading']",Marriage,Maybe,Master's Degree,Doctor,81,Daily
6755,29,Female,5.2,"['Reading', 'Hiking']",Marriage,No,Bachelor's Degree,Artist,0,Weekly
6756,24,Male,5.32,"['Movies', 'Travel', 'Sports']",Casual Dating,Maybe,Ph.D.,Engineer,51,Weekly
6757,18,Female,5.43,['Reading'],Long-term Relationship,Yes,Ph.D.,Entrepreneur,4,Monthly
6758,18,Male,5.83,"['Cooking', 'Hiking']",Friendship,Yes,High School,Artist,60,Daily
6759,20,Female,5.14,"['Sports', 'Cooking', 'Hiking']",Long-term Relationship,Maybe,Ph.D.,Business Owner,35,Weekly
6760,33,Female,5.29,['Sports'],Friendship,No,Master's Degree,Business Owner,78,Daily
6761,25,Male,5.27,['Cooking'],Casual Dating,Yes,Ph.D.,Artist,99,Daily
6762,32,Female,5.27,"['Hiking', 'Reading', 'Cooking']",Friendship,Maybe,Ph.D.,Artist,18,Monthly
6763,32,Female,5.23,"['Movies', 'Music', 'Reading']",Friendship,Maybe,Master's Degree,Engineer,53,Weekly
6764,31,Female,5.98,"['Movies', 'Cooking', 'Travel']",Long-term Relationship,Maybe,High School,Engineer,55,Weekly
6765,30,Female,5.98,['Music'],Marriage,No,Ph.D.,Artist,65,Monthly
6766,32,Male,5.71,"['Music', 'Cooking']",Casual Dating,Maybe,Master's Degree,Social Media Influencer,50,Monthly
6767,30,Male,5.22,['Music'],Friendship,Maybe,Master's Degree,Entrepreneur,64,Weekly
6768,30,Female,5.33,"['Reading', 'Movies']",Long-term Relationship,Maybe,Bachelor's Degree,Business Owner,62,Daily
6769,20,Female,5.91,"['Reading', 'Travel', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Doctor,17,Weekly
6770,29,Male,5.85,"['Movies', 'Cooking']",Long-term Relationship,Yes,Master's Degree,Artist,68,Weekly
6771,21,Female,5.35,"['Music', 'Hiking', 'Cooking']",Long-term Relationship,Maybe,High School,Entrepreneur,12,Daily
6772,24,Female,5.09,"['Cooking', 'Hiking', 'Music']",Long-term Relationship,Yes,Master's Degree,Entrepreneur,86,Weekly
6773,32,Male,5.05,['Movies'],Casual Dating,Maybe,Master's Degree,Artist,53,Daily
6774,27,Female,5.12,"['Sports', 'Hiking', 'Travel']",Long-term Relationship,No,Ph.D.,Teacher,55,Weekly
6775,34,Male,5.8,"['Music', 'Cooking', 'Reading']",Friendship,Yes,Bachelor's Degree,Artist,91,Weekly
6776,35,Female,5.66,['Travel'],Marriage,No,Ph.D.,Student,28,Monthly
6777,22,Male,5.42,['Music'],Casual Dating,Yes,Master's Degree,Teacher,21,Weekly
6778,25,Female,5.93,['Movies'],Casual Dating,Yes,Master's Degree,Student,2,Daily
6779,31,Male,5.43,"['Movies', 'Reading', 'Music']",Casual Dating,Yes,Ph.D.,Business Owner,43,Weekly
6780,18,Male,5.32,"['Music', 'Reading', 'Travel']",Friendship,No,Bachelor's Degree,Social Media Influencer,36,Daily
6781,34,Female,5.56,['Music'],Marriage,Yes,Bachelor's Degree,Business Owner,18,Weekly
6782,28,Male,5.9,"['Reading', 'Music']",Marriage,No,High School,Student,47,Monthly
6783,23,Female,5.46,['Music'],Marriage,Yes,Master's Degree,Business Owner,16,Weekly
6784,25,Female,5.78,"['Cooking', 'Sports']",Casual Dating,Maybe,High School,Doctor,55,Weekly
6785,29,Female,5.27,"['Movies', 'Sports']",Casual Dating,Yes,Master's Degree,Artist,29,Daily
6786,27,Female,5.93,['Travel'],Casual Dating,No,Ph.D.,Artist,75,Monthly
6787,26,Male,5.1,"['Travel', 'Cooking']",Friendship,No,Master's Degree,Entrepreneur,4,Weekly
6788,33,Female,5.58,"['Hiking', 'Sports', 'Travel']",Marriage,Maybe,Ph.D.,Social Media Influencer,81,Daily
6789,29,Male,5.09,"['Cooking', 'Movies']",Friendship,Maybe,Ph.D.,Student,7,Weekly
6790,25,Female,5.72,"['Hiking', 'Cooking', 'Music']",Friendship,Maybe,Bachelor's Degree,Social Media Influencer,42,Weekly
6791,29,Female,5.86,"['Movies', 'Reading']",Long-term Relationship,No,Bachelor's Degree,Entrepreneur,62,Weekly
6792,28,Female,5.6,['Travel'],Friendship,No,Master's Degree,Social Media Influencer,76,Daily
6793,22,Female,5.56,"['Travel', 'Music']",Long-term Relationship,No,Ph.D.,Business Owner,64,Daily
6794,35,Male,5.11,"['Movies', 'Travel', 'Sports']",Friendship,Yes,Master's Degree,Student,71,Monthly
6795,33,Female,5.09,['Movies'],Casual Dating,Yes,Master's Degree,Student,60,Daily
6796,31,Female,5.54,"['Sports', 'Hiking']",Casual Dating,Maybe,Master's Degree,Doctor,84,Weekly
6797,33,Male,5.64,"['Travel', 'Movies']",Friendship,Maybe,Master's Degree,Student,56,Monthly
6798,33,Female,5.68,['Travel'],Marriage,No,Master's Degree,Engineer,57,Weekly
6799,20,Female,5.49,['Hiking'],Marriage,Yes,Ph.D.,Teacher,71,Daily
6800,24,Male,5.51,['Movies'],Casual Dating,No,High School,Artist,76,Monthly
6801,26,Female,5.31,"['Travel', 'Sports']",Marriage,No,Master's Degree,Entrepreneur,40,Weekly
6802,29,Female,5.82,['Travel'],Marriage,Yes,Ph.D.,Student,79,Daily
6803,31,Female,5.45,"['Reading', 'Music', 'Movies']",Marriage,No,Ph.D.,Student,30,Daily
6804,22,Male,5.79,"['Cooking', 'Music', 'Sports']",Long-term Relationship,Yes,Bachelor's Degree,Artist,100,Daily
6805,35,Female,5.03,['Reading'],Long-term Relationship,No,Ph.D.,Teacher,47,Weekly
6806,21,Female,5.02,"['Travel', 'Reading']",Casual Dating,Yes,Bachelor's Degree,Student,16,Daily
6807,23,Male,5.94,['Travel'],Long-term Relationship,Yes,Master's Degree,Entrepreneur,73,Weekly
6808,29,Male,5.31,"['Cooking', 'Hiking']",Marriage,No,Master's Degree,Artist,94,Daily
6809,23,Female,5.89,['Travel'],Long-term Relationship,Maybe,High School,Artist,16,Daily
6810,24,Male,5.01,"['Sports', 'Music', 'Hiking']",Marriage,Maybe,Ph.D.,Doctor,35,Weekly
6811,29,Male,5.69,['Hiking'],Marriage,Yes,Ph.D.,Social Media Influencer,96,Monthly
6812,31,Female,5.04,['Travel'],Casual Dating,Yes,High School,Artist,68,Monthly
6813,32,Male,5.22,"['Travel', 'Sports']",Marriage,Maybe,Bachelor's Degree,Artist,9,Daily
6814,19,Female,5.26,['Music'],Friendship,Yes,Ph.D.,Student,78,Daily
6815,31,Male,5.39,"['Travel', 'Sports']",Friendship,Yes,Master's Degree,Student,44,Weekly
6816,27,Male,5.91,"['Travel', 'Cooking']",Friendship,Maybe,High School,Artist,77,Daily
6817,29,Female,5,"['Cooking', 'Reading', 'Movies']",Marriage,No,Bachelor's Degree,Artist,69,Daily
6818,25,Female,5.29,"['Reading', 'Hiking', 'Movies']",Marriage,No,Master's Degree,Social Media Influencer,77,Daily
6819,34,Female,5.53,['Reading'],Friendship,Yes,Bachelor's Degree,Engineer,30,Weekly
6820,24,Female,5.47,['Music'],Casual Dating,No,Ph.D.,Doctor,81,Weekly
6821,20,Female,5.69,"['Cooking', 'Movies', 'Travel']",Friendship,Yes,Master's Degree,Social Media Influencer,47,Daily
6822,31,Male,5.24,"['Travel', 'Cooking', 'Reading']",Casual Dating,Maybe,Master's Degree,Engineer,49,Weekly
6823,24,Male,5.03,['Travel'],Long-term Relationship,Yes,Master's Degree,Entrepreneur,20,Monthly
6824,20,Female,5.25,['Sports'],Long-term Relationship,Maybe,Ph.D.,Entrepreneur,65,Weekly
6825,19,Female,5.93,"['Movies', 'Hiking']",Marriage,Yes,Master's Degree,Doctor,18,Daily
6826,19,Female,5.93,"['Movies', 'Hiking']",Long-term Relationship,Maybe,Ph.D.,Social Media Influencer,73,Daily
6827,27,Male,5.56,"['Movies', 'Travel', 'Cooking']",Friendship,Maybe,Ph.D.,Doctor,18,Daily
6828,30,Male,5.4,"['Hiking', 'Reading', 'Travel']",Friendship,No,Bachelor's Degree,Teacher,4,Monthly
6829,28,Male,5.38,"['Hiking', 'Movies', 'Travel']",Friendship,Yes,High School,Teacher,49,Daily
6830,18,Male,5.22,"['Travel', 'Movies', 'Sports']",Long-term Relationship,No,Ph.D.,Business Owner,0,Weekly
6831,20,Female,5.35,['Cooking'],Long-term Relationship,Yes,High School,Business Owner,21,Weekly
6832,22,Female,5.6,"['Travel', 'Music', 'Sports']",Long-term Relationship,Yes,Ph.D.,Student,84,Weekly
6833,29,Male,5.81,['Hiking'],Friendship,Maybe,Ph.D.,Entrepreneur,19,Monthly
6834,29,Female,5.72,"['Travel', 'Reading', 'Cooking']",Marriage,Maybe,Bachelor's Degree,Entrepreneur,86,Weekly
6835,29,Male,5.1,"['Reading', 'Cooking']",Long-term Relationship,Yes,Ph.D.,Doctor,23,Monthly
6836,31,Female,5.77,"['Cooking', 'Travel']",Friendship,Yes,High School,Doctor,33,Monthly
6837,33,Male,5.03,"['Reading', 'Hiking']",Long-term Relationship,Maybe,Master's Degree,Doctor,29,Daily
6838,18,Male,5.11,"['Travel', 'Cooking']",Marriage,Maybe,Ph.D.,Engineer,9,Monthly
6839,23,Male,5.2,['Travel'],Friendship,No,Bachelor's Degree,Business Owner,32,Daily
6840,20,Female,5.23,['Travel'],Marriage,No,Bachelor's Degree,Social Media Influencer,49,Daily
6841,29,Male,5.11,['Reading'],Casual Dating,Yes,Bachelor's Degree,Student,48,Weekly
6842,21,Female,5.87,"['Music', 'Travel', 'Cooking']",Long-term Relationship,Yes,Master's Degree,Entrepreneur,23,Daily
6843,29,Male,5.42,['Movies'],Marriage,Yes,High School,Business Owner,47,Monthly
6844,21,Female,5.58,"['Reading', 'Hiking']",Marriage,Yes,High School,Engineer,10,Weekly
6845,32,Female,5.65,"['Reading', 'Music', 'Travel']",Long-term Relationship,Yes,Ph.D.,Doctor,61,Weekly
6846,33,Male,5.52,"['Music', 'Sports']",Long-term Relationship,No,Master's Degree,Student,47,Weekly
6847,21,Female,5.36,['Reading'],Friendship,Maybe,Bachelor's Degree,Business Owner,6,Daily
6848,30,Female,5.69,"['Travel', 'Sports']",Friendship,Maybe,Ph.D.,Artist,25,Daily
6849,22,Female,5.76,"['Music', 'Movies', 'Hiking']",Marriage,No,Bachelor's Degree,Teacher,16,Weekly
6850,31,Female,5.37,['Reading'],Friendship,No,Bachelor's Degree,Artist,1,Monthly
6851,19,Male,5.53,['Hiking'],Casual Dating,Yes,Bachelor's Degree,Artist,87,Monthly
6852,32,Female,5.79,['Music'],Casual Dating,No,Master's Degree,Business Owner,77,Weekly
6853,23,Female,5.29,"['Music', 'Hiking', 'Movies']",Casual Dating,Maybe,Bachelor's Degree,Doctor,68,Weekly
6854,28,Male,5.58,"['Sports', 'Reading', 'Travel']",Friendship,Maybe,Bachelor's Degree,Business Owner,85,Monthly
6855,25,Female,5.41,"['Reading', 'Music']",Marriage,Yes,High School,Student,64,Daily
6856,25,Male,5.79,"['Reading', 'Travel']",Marriage,Yes,Ph.D.,Artist,48,Weekly
6857,33,Male,5.22,['Reading'],Friendship,Maybe,High School,Entrepreneur,45,Weekly
6858,31,Male,5.34,['Hiking'],Friendship,Maybe,Master's Degree,Social Media Influencer,80,Monthly
6859,30,Female,5.91,"['Travel', 'Sports', 'Movies']",Marriage,Yes,Ph.D.,Artist,42,Daily
6860,22,Male,5.65,"['Music', 'Cooking', 'Travel']",Friendship,Yes,Ph.D.,Doctor,63,Weekly
6861,28,Female,5.58,"['Travel', 'Cooking']",Marriage,Yes,High School,Social Media Influencer,41,Daily
6862,18,Male,5.18,"['Music', 'Hiking', 'Reading']",Marriage,No,High School,Business Owner,52,Daily
6863,34,Male,5.79,"['Travel', 'Hiking']",Marriage,No,Ph.D.,Entrepreneur,29,Weekly
6864,24,Male,5.57,"['Hiking', 'Movies']",Friendship,Maybe,Ph.D.,Student,26,Daily
6865,30,Male,5.11,"['Movies', 'Cooking', 'Travel']",Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,23,Weekly
6866,35,Female,5.26,['Travel'],Casual Dating,Maybe,High School,Engineer,26,Weekly
6867,34,Female,5.84,['Music'],Long-term Relationship,No,Master's Degree,Business Owner,14,Monthly
6868,35,Female,5.58,"['Travel', 'Hiking']",Friendship,Yes,Master's Degree,Social Media Influencer,100,Daily
6869,32,Female,5.8,"['Reading', 'Sports']",Marriage,Yes,High School,Engineer,42,Weekly
6870,25,Female,5.01,"['Sports', 'Travel', 'Music']",Friendship,No,Ph.D.,Business Owner,57,Daily
6871,27,Male,5.65,"['Sports', 'Travel', 'Cooking']",Long-term Relationship,Yes,Ph.D.,Student,35,Monthly
6872,32,Female,5.54,"['Music', 'Travel', 'Sports']",Friendship,Maybe,Master's Degree,Doctor,54,Daily
6873,18,Male,5.69,['Music'],Friendship,No,High School,Artist,22,Monthly
6874,20,Female,5.98,"['Cooking', 'Reading', 'Travel']",Casual Dating,Yes,Ph.D.,Business Owner,82,Weekly
6875,22,Female,5.13,"['Reading', 'Hiking', 'Cooking']",Casual Dating,Maybe,Bachelor's Degree,Engineer,86,Daily
6876,26,Male,5.21,"['Travel', 'Hiking', 'Sports']",Friendship,Yes,Ph.D.,Social Media Influencer,18,Daily
6877,27,Female,5.25,['Reading'],Casual Dating,No,Master's Degree,Artist,58,Weekly
6878,30,Female,5.57,['Hiking'],Casual Dating,Yes,Master's Degree,Business Owner,52,Weekly
6879,28,Female,5.26,"['Hiking', 'Sports']",Marriage,Maybe,Ph.D.,Teacher,27,Weekly
6880,25,Male,5.71,['Hiking'],Friendship,No,Master's Degree,Doctor,77,Weekly
6881,34,Female,5.29,"['Reading', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Business Owner,10,Daily
6882,35,Male,5.16,['Cooking'],Marriage,Yes,High School,Entrepreneur,28,Weekly
6883,25,Male,5.92,"['Sports', 'Music', 'Hiking']",Long-term Relationship,Yes,Bachelor's Degree,Student,61,Daily
6884,30,Male,5.05,['Reading'],Marriage,No,High School,Teacher,3,Weekly
6885,33,Male,5.17,"['Reading', 'Cooking', 'Music']",Friendship,No,Bachelor's Degree,Artist,9,Weekly
6886,33,Male,5.04,"['Reading', 'Sports', 'Travel']",Friendship,Yes,Master's Degree,Business Owner,15,Weekly
6887,19,Female,5.31,"['Sports', 'Cooking']",Marriage,Maybe,Ph.D.,Student,99,Daily
6888,35,Male,5.15,"['Music', 'Sports', 'Cooking']",Friendship,Maybe,High School,Engineer,29,Weekly
6889,31,Male,5.08,"['Movies', 'Cooking']",Marriage,No,Ph.D.,Social Media Influencer,30,Monthly
6890,18,Male,5.72,['Movies'],Friendship,No,Bachelor's Degree,Engineer,40,Weekly
6891,27,Female,5.27,['Reading'],Long-term Relationship,No,Master's Degree,Entrepreneur,51,Weekly
6892,18,Female,5.96,"['Music', 'Sports', 'Reading']",Friendship,Maybe,High School,Engineer,81,Daily
6893,19,Male,5.9,['Reading'],Marriage,Yes,Master's Degree,Teacher,96,Daily
6894,31,Male,5.1,"['Hiking', 'Sports', 'Music']",Long-term Relationship,No,Ph.D.,Entrepreneur,95,Weekly
6895,24,Male,5.84,"['Reading', 'Cooking']",Casual Dating,No,High School,Social Media Influencer,52,Weekly
6896,32,Female,5.07,"['Music', 'Sports', 'Cooking']",Long-term Relationship,No,Master's Degree,Artist,88,Daily
6897,29,Female,5.07,"['Music', 'Sports', 'Reading']",Marriage,Maybe,Master's Degree,Business Owner,39,Weekly
6898,31,Male,5.39,"['Sports', 'Hiking', 'Reading']",Casual Dating,No,Ph.D.,Social Media Influencer,17,Monthly
6899,32,Female,5.25,"['Hiking', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Student,22,Monthly
6900,24,Male,5.97,"['Music', 'Cooking']",Friendship,Yes,Master's Degree,Engineer,4,Weekly
6901,23,Female,5.49,"['Reading', 'Travel']",Marriage,Yes,High School,Teacher,66,Weekly
6902,27,Male,5.49,"['Cooking', 'Sports', 'Movies']",Friendship,Yes,Master's Degree,Student,0,Weekly
6903,22,Male,5.16,"['Movies', 'Sports']",Casual Dating,No,High School,Artist,28,Daily
6904,26,Female,5.1,['Movies'],Friendship,No,Bachelor's Degree,Engineer,61,Weekly
6905,22,Female,5.67,['Reading'],Marriage,Maybe,Master's Degree,Engineer,14,Weekly
6906,34,Female,5.98,"['Cooking', 'Music']",Friendship,Yes,Ph.D.,Engineer,82,Weekly
6907,25,Male,5.88,"['Hiking', 'Reading', 'Cooking']",Casual Dating,Maybe,Ph.D.,Student,53,Weekly
6908,29,Male,5.35,['Reading'],Long-term Relationship,Yes,High School,Business Owner,51,Weekly
6909,20,Female,5.33,"['Reading', 'Cooking']",Long-term Relationship,No,Ph.D.,Entrepreneur,46,Monthly
6910,27,Female,5.45,['Music'],Casual Dating,No,High School,Teacher,96,Daily
6911,34,Female,5.32,"['Movies', 'Reading']",Marriage,Maybe,Ph.D.,Engineer,63,Monthly
6912,26,Female,5.41,['Music'],Long-term Relationship,Yes,Ph.D.,Doctor,47,Daily
6913,21,Female,5.02,"['Travel', 'Cooking']",Marriage,Yes,Bachelor's Degree,Social Media Influencer,13,Daily
6914,28,Female,5.42,"['Sports', 'Travel']",Friendship,No,Master's Degree,Social Media Influencer,44,Daily
6915,28,Male,5.18,['Cooking'],Marriage,Maybe,Ph.D.,Social Media Influencer,36,Daily
6916,21,Male,5.98,"['Travel', 'Sports', 'Movies']",Friendship,No,High School,Business Owner,36,Weekly
6917,34,Female,5.41,"['Reading', 'Music']",Casual Dating,Yes,Master's Degree,Engineer,93,Weekly
6918,33,Female,5.69,"['Hiking', 'Music', 'Travel']",Friendship,Yes,Master's Degree,Artist,100,Weekly
6919,28,Female,5.64,"['Travel', 'Cooking', 'Reading']",Marriage,No,Bachelor's Degree,Artist,55,Daily
6920,26,Male,5.76,"['Hiking', 'Reading', 'Sports']",Casual Dating,Maybe,Bachelor's Degree,Social Media Influencer,97,Monthly
6921,34,Male,5.67,['Cooking'],Friendship,Maybe,High School,Artist,80,Daily
6922,18,Male,5.01,['Movies'],Long-term Relationship,No,Ph.D.,Business Owner,75,Daily
6923,23,Male,5.98,"['Movies', 'Travel']",Marriage,No,High School,Teacher,52,Daily
6924,21,Male,5.98,['Reading'],Friendship,Yes,Master's Degree,Business Owner,6,Weekly
6925,24,Female,5.3,['Movies'],Long-term Relationship,Maybe,Bachelor's Degree,Student,89,Daily
6926,28,Female,5.1,"['Hiking', 'Reading', 'Sports']",Long-term Relationship,No,Ph.D.,Teacher,96,Weekly
6927,30,Female,5.47,['Travel'],Long-term Relationship,Yes,Master's Degree,Business Owner,89,Weekly
6928,35,Female,5.27,"['Travel', 'Reading', 'Hiking']",Casual Dating,No,High School,Teacher,54,Monthly
6929,23,Male,5.87,"['Cooking', 'Movies']",Marriage,Maybe,Master's Degree,Teacher,2,Daily
6930,28,Male,5.55,['Movies'],Long-term Relationship,Maybe,High School,Business Owner,34,Weekly
6931,24,Male,5.6,"['Movies', 'Cooking']",Friendship,No,High School,Teacher,26,Weekly
6932,22,Female,5.35,['Reading'],Marriage,Yes,Ph.D.,Doctor,9,Weekly
6933,30,Male,5.81,"['Music', 'Hiking', 'Sports']",Long-term Relationship,Yes,Ph.D.,Student,34,Daily
6934,21,Female,5.68,"['Travel', 'Cooking']",Marriage,Yes,High School,Doctor,98,Weekly
6935,29,Male,5.3,"['Music', 'Travel']",Long-term Relationship,Yes,Master's Degree,Entrepreneur,24,Weekly
6936,33,Male,5.54,['Sports'],Long-term Relationship,Maybe,Bachelor's Degree,Social Media Influencer,6,Daily
6937,34,Female,5.03,"['Cooking', 'Music']",Casual Dating,No,Ph.D.,Business Owner,0,Weekly
6938,31,Male,5.54,"['Reading', 'Movies', 'Sports']",Long-term Relationship,Yes,High School,Student,67,Monthly
6939,24,Male,5.14,"['Movies', 'Sports']",Friendship,Maybe,Master's Degree,Business Owner,80,Monthly
6940,26,Female,5.83,"['Hiking', 'Travel', 'Cooking']",Friendship,Maybe,Bachelor's Degree,Business Owner,25,Daily
6941,33,Female,5.53,"['Music', 'Movies', 'Travel']",Casual Dating,Yes,Master's Degree,Engineer,90,Weekly
6942,35,Female,5.43,['Hiking'],Casual Dating,Maybe,Ph.D.,Teacher,73,Monthly
6943,29,Male,5.4,"['Movies', 'Reading']",Friendship,Maybe,Bachelor's Degree,Teacher,83,Monthly
6944,27,Female,5.38,"['Cooking', 'Music']",Casual Dating,Yes,High School,Doctor,70,Monthly
6945,34,Female,5.85,"['Travel', 'Sports']",Marriage,Maybe,Master's Degree,Social Media Influencer,84,Monthly
6946,18,Male,5.81,"['Sports', 'Movies']",Marriage,Yes,High School,Doctor,7,Daily
6947,31,Female,5.18,"['Sports', 'Travel', 'Hiking']",Marriage,No,Ph.D.,Entrepreneur,9,Daily
6948,19,Female,5.19,"['Cooking', 'Sports', 'Reading']",Friendship,Maybe,Bachelor's Degree,Teacher,31,Weekly
6949,25,Female,5.43,['Travel'],Friendship,No,Bachelor's Degree,Artist,82,Monthly
6950,28,Male,5.66,"['Music', 'Movies']",Friendship,Maybe,High School,Social Media Influencer,31,Weekly
6951,22,Female,5.01,['Hiking'],Marriage,Yes,Master's Degree,Artist,31,Daily
6952,28,Male,5.3,['Reading'],Friendship,No,Bachelor's Degree,Business Owner,39,Weekly
6953,32,Female,5.83,['Reading'],Marriage,Maybe,High School,Student,29,Weekly
6954,25,Male,5.81,"['Movies', 'Music', 'Reading']",Long-term Relationship,Maybe,Ph.D.,Student,34,Daily
6955,25,Male,5.98,"['Reading', 'Music', 'Sports']",Long-term Relationship,No,Ph.D.,Student,64,Monthly
6956,19,Female,5.21,"['Reading', 'Movies', 'Travel']",Casual Dating,Maybe,Master's Degree,Entrepreneur,88,Daily
6957,31,Female,5.41,"['Movies', 'Cooking', 'Hiking']",Long-term Relationship,No,Ph.D.,Engineer,22,Weekly
6958,33,Male,5.08,['Sports'],Friendship,Maybe,Master's Degree,Business Owner,72,Daily
6959,32,Male,5.49,"['Hiking', 'Sports']",Casual Dating,Maybe,High School,Doctor,91,Weekly
6960,23,Female,5.18,"['Movies', 'Cooking']",Friendship,Maybe,Ph.D.,Business Owner,77,Monthly
6961,35,Male,5.72,"['Travel', 'Cooking', 'Movies']",Marriage,Yes,Bachelor's Degree,Student,67,Daily
6962,30,Female,5.15,"['Hiking', 'Music']",Friendship,No,Master's Degree,Engineer,66,Monthly
6963,25,Female,5.54,"['Movies', 'Reading']",Marriage,No,High School,Student,69,Daily
6964,32,Male,5.53,"['Travel', 'Reading']",Casual Dating,No,Ph.D.,Teacher,81,Weekly
6965,25,Female,5.06,"['Reading', 'Travel']",Casual Dating,Yes,Bachelor's Degree,Entrepreneur,84,Weekly
6966,32,Male,5.59,"['Sports', 'Hiking']",Friendship,No,Bachelor's Degree,Social Media Influencer,87,Daily
6967,23,Female,5.39,"['Reading', 'Music']",Casual Dating,Yes,Master's Degree,Business Owner,36,Weekly
6968,34,Female,5.38,"['Reading', 'Cooking', 'Sports']",Long-term Relationship,Maybe,Bachelor's Degree,Engineer,40,Daily
6969,18,Male,5.21,['Cooking'],Friendship,Yes,Ph.D.,Artist,18,Daily
6970,22,Male,5.68,"['Sports', 'Music', 'Travel']",Friendship,Maybe,Master's Degree,Entrepreneur,20,Daily
6971,20,Male,5.03,['Music'],Friendship,Maybe,Bachelor's Degree,Entrepreneur,18,Monthly
6972,32,Male,5.84,"['Movies', 'Travel']",Casual Dating,Yes,Master's Degree,Doctor,65,Monthly
6973,18,Male,5.47,['Sports'],Long-term Relationship,No,Master's Degree,Teacher,36,Daily
6974,29,Female,5.47,['Hiking'],Friendship,No,Bachelor's Degree,Engineer,91,Monthly
6975,28,Male,5.52,"['Reading', 'Travel', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Entrepreneur,96,Weekly
6976,18,Female,5.23,['Sports'],Friendship,No,High School,Engineer,46,Weekly
6977,31,Female,5.28,"['Sports', 'Reading']",Friendship,Maybe,High School,Doctor,45,Weekly
6978,25,Female,5.57,['Cooking'],Friendship,No,High School,Business Owner,75,Daily
6979,35,Female,5.5,"['Reading', 'Sports', 'Cooking']",Friendship,No,Ph.D.,Engineer,94,Weekly
6980,26,Female,5.45,"['Music', 'Hiking']",Friendship,Maybe,Bachelor's Degree,Student,88,Daily
6981,31,Female,5.94,['Movies'],Friendship,Maybe,Ph.D.,Entrepreneur,21,Daily
6982,18,Male,5.13,"['Movies', 'Reading']",Casual Dating,Yes,Master's Degree,Teacher,10,Weekly
6983,21,Male,5.05,"['Hiking', 'Cooking']",Friendship,No,High School,Teacher,56,Weekly
6984,30,Female,5.82,"['Hiking', 'Cooking', 'Travel']",Marriage,Maybe,Ph.D.,Doctor,58,Monthly
6985,25,Male,5.3,['Reading'],Long-term Relationship,No,Bachelor's Degree,Student,58,Daily
6986,33,Male,5.63,"['Sports', 'Travel', 'Hiking']",Marriage,Yes,Master's Degree,Social Media Influencer,97,Monthly
6987,30,Male,5.25,['Travel'],Long-term Relationship,Yes,High School,Engineer,34,Weekly
6988,30,Female,5.44,"['Music', 'Hiking']",Casual Dating,Yes,High School,Student,58,Weekly
6989,34,Male,5.88,"['Movies', 'Sports', 'Hiking']",Marriage,No,High School,Teacher,75,Daily
6990,24,Male,5.41,"['Reading', 'Movies', 'Sports']",Long-term Relationship,Yes,High School,Entrepreneur,57,Daily
6991,33,Female,5.79,['Music'],Casual Dating,Maybe,Master's Degree,Engineer,79,Weekly
6992,22,Female,5.95,['Music'],Friendship,Maybe,Ph.D.,Entrepreneur,36,Daily
